Iter  Part  GoF  Model_Output  
66  12   1.9256181E+01   1.9256181E+01  
66  13   1.9256181E+01   1.9256181E+01  
66  14   1.9256181E+01   1.9256181E+01  
66  15   1.9256181E+01   1.9256181E+01  
66  16   1.9256181E+01   1.9256181E+01  
66  17   1.9256181E+01   1.9256181E+01  
66  18   1.9256181E+01   1.9256181E+01  
66  19   1.9256181E+01   1.9256181E+01  
66  20   1.9256181E+01   1.9256181E+01  
66  21   1.9256181E+01   1.9256181E+01  
66  22   1.9256181E+01   1.9256181E+01  
66  23   1.9256181E+01   1.9256181E+01  
66  24   1.9256181E+01   1.9256181E+01  
66  25   1.9256181E+01   1.9256181E+01  
66  26   1.9256181E+01   1.9256181E+01  
66  27   1.9256181E+01   1.9256181E+01  
66  28   1.9256181E+01   1.9256181E+01  
66  29   1.9256181E+01   1.9256181E+01  
66  30   1.9256181E+01   1.9256181E+01  
66  31   1.9256181E+01   1.9256181E+01  
66  32   1.9256181E+01   1.9256181E+01  
66  33   1.9256181E+01   1.9256181E+01  
66  34   1.9256181E+01   1.9256181E+01  
66  35   1.9256181E+01   1.9256181E+01  
66  36   1.9256181E+01   1.9256181E+01  
66  37   1.9256181E+01   1.9256181E+01  
66  38   1.9256181E+01   1.9256181E+01  
66  39   1.9256181E+01   1.9256181E+01  
66  40   1.9256181E+01   1.9256181E+01  
67  1   1.8192570E+01   1.8192570E+01  
67  2   1.8192570E+01   1.8192570E+01  
67  3   1.8192570E+01   1.8192570E+01  
67  4   1.8192570E+01   1.8192570E+01  
67  5   1.8192570E+01   1.8192570E+01  
67  6   1.8192570E+01   1.8192570E+01  
67  7   1.8192570E+01   1.8192570E+01  
67  8   1.8192570E+01   1.8192570E+01  
67  9   1.8192570E+01   1.8192570E+01  
67  10   1.8192570E+01   1.8192570E+01  
67  11   1.8192570E+01   1.8192570E+01  
67  12   1.8192570E+01   1.8192570E+01  
67  13   1.8192570E+01   1.8192570E+01  
67  14   1.8192570E+01   1.8192570E+01  
67  15   1.8192570E+01   1.8192570E+01  
67  16   1.8192570E+01   1.8192570E+01  
67  17   1.8192570E+01   1.8192570E+01  
67  18   1.8192570E+01   1.8192570E+01  
67  19   1.8192570E+01   1.8192570E+01  
67  20   1.8192570E+01   1.8192570E+01  
67  21   1.8192570E+01   1.8192570E+01  
67  22   1.8192570E+01   1.8192570E+01  
67  23   1.8192570E+01   1.8192570E+01  
67  24   1.8192570E+01   1.8192570E+01  
67  25   1.8192570E+01   1.8192570E+01  
67  26   1.8192570E+01   1.8192570E+01  
67  27   1.8192570E+01   1.8192570E+01  
67  28   1.8192570E+01   1.8192570E+01  
67  29   1.8192570E+01   1.8192570E+01  
67  30   1.8192570E+01   1.8192570E+01  
67  31   1.8192570E+01   1.8192570E+01  
67  32   1.8192570E+01   1.8192570E+01  
67  33   1.8192570E+01   1.8192570E+01  
67  34   1.8192570E+01   1.8192570E+01  
67  35   1.8192570E+01   1.8192570E+01  
67  36   1.8192570E+01   1.8192570E+01  
67  37   1.8192570E+01   1.8192570E+01  
67  38   1.8192570E+01   1.8192570E+01  
67  39   1.8192570E+01   1.8192570E+01  
67  40   1.8192570E+01   1.8192570E+01  
68  1   1.7639575E+01   1.7639575E+01  
68  2   1.7639575E+01   1.7639575E+01  
68  3   1.7639575E+01   1.7639575E+01  
68  4   1.7639575E+01   1.7639575E+01  
68  5   1.7639575E+01   1.7639575E+01  
68  6   1.7639575E+01   1.7639575E+01  
68  7   1.7639575E+01   1.7639575E+01  
68  8   1.7639575E+01   1.7639575E+01  
68  9   1.7639575E+01   1.7639575E+01  
68  10   1.7639575E+01   1.7639575E+01  
68  11   1.7639575E+01   1.7639575E+01  
68  12   1.7639575E+01   1.7639575E+01  
68  13   1.7639575E+01   1.7639575E+01  
68  14   1.7639575E+01   1.7639575E+01  
68  15   1.7639575E+01   1.7639575E+01  
68  16   1.7639575E+01   1.7639575E+01  
68  17   1.7639575E+01   1.7639575E+01  
68  18   1.7639575E+01   1.7639575E+01  
68  19   1.7639575E+01   1.7639575E+01  
68  20   1.7639575E+01   1.7639575E+01  
68  21   1.7639575E+01   1.7639575E+01  
68  22   1.7639575E+01   1.7639575E+01  
68  23   1.7639575E+01   1.7639575E+01  
68  24   1.7639575E+01   1.7639575E+01  
68  25   1.7639575E+01   1.7639575E+01  
68  26   1.7639575E+01   1.7639575E+01  
68  27   1.7639575E+01   1.7639575E+01  
68  28   1.7639575E+01   1.7639575E+01  
68  29   1.7639575E+01   1.7639575E+01  
68  30   1.7639575E+01   1.7639575E+01  
68  31   1.7639575E+01   1.7639575E+01  
68  32   1.7639575E+01   1.7639575E+01  
68  33   1.7639575E+01   1.7639575E+01  
68  34   1.7639575E+01   1.7639575E+01  
68  35   1.7639575E+01   1.7639575E+01  
68  36   1.7639575E+01   1.7639575E+01  
68  37   1.7639575E+01   1.7639575E+01  
68  38   1.7639575E+01   1.7639575E+01  
68  39   1.7639575E+01   1.7639575E+01  
68  40   1.7639575E+01   1.7639575E+01  
69  1   1.6427827E+01   1.6427827E+01  
69  2   1.6427827E+01   1.6427827E+01  
69  3   1.6427827E+01   1.6427827E+01  
69  4   1.6427827E+01   1.6427827E+01  
69  5   1.6427827E+01   1.6427827E+01  
69  6   1.6427827E+01   1.6427827E+01  
69  7   1.6427827E+01   1.6427827E+01  
69  8   1.6427827E+01   1.6427827E+01  
69  9   1.6427827E+01   1.6427827E+01  
69  10   1.6427827E+01   1.6427827E+01  
69  11   1.6427827E+01   1.6427827E+01  
69  12   1.6427827E+01   1.6427827E+01  
69  13   1.6427827E+01   1.6427827E+01  
69  14   1.6427827E+01   1.6427827E+01  
69  15   1.6427827E+01   1.6427827E+01  
69  16   1.6427827E+01   1.6427827E+01  
69  17   1.6427827E+01   1.6427827E+01  
69  18   1.6427827E+01   1.6427827E+01  
69  19   1.6427827E+01   1.6427827E+01  
69  20   1.6427827E+01   1.6427827E+01  
69  21   1.6427827E+01   1.6427827E+01  
69  22   1.6427827E+01   1.6427827E+01  
69  23   1.6427827E+01   1.6427827E+01  
69  24   1.6427827E+01   1.6427827E+01  
69  25   1.6427827E+01   1.6427827E+01  
69  26   1.6427827E+01   1.6427827E+01  
69  27   1.6427827E+01   1.6427827E+01  
69  28   1.6427827E+01   1.6427827E+01  
69  29   1.6427827E+01   1.6427827E+01  
69  30   1.6427827E+01   1.6427827E+01  
69  31   1.6427827E+01   1.6427827E+01  
69  32   1.6427827E+01   1.6427827E+01  
69  33   1.6427827E+01   1.6427827E+01  
69  34   1.6427827E+01   1.6427827E+01  
69  35   1.6427827E+01   1.6427827E+01  
69  36   1.6427827E+01   1.6427827E+01  
69  37   1.6427827E+01   1.6427827E+01  
69  38   1.6427827E+01   1.6427827E+01  
69  39   1.6427827E+01   1.6427827E+01  
69  40   1.6427827E+01   1.6427827E+01  
70  1   1.5059106E+01   1.5059106E+01  
70  2   1.5059106E+01   1.5059106E+01  
70  3   1.5059106E+01   1.5059106E+01  
70  4   1.5059106E+01   1.5059106E+01  
70  5   1.5059106E+01   1.5059106E+01  
70  6   1.5059106E+01   1.5059106E+01  
70  7   1.5059106E+01   1.5059106E+01  
70  8   1.5059106E+01   1.5059106E+01  
70  9   1.5059106E+01   1.5059106E+01  
70  10   1.5059106E+01   1.5059106E+01  
70  11   1.5059106E+01   1.5059106E+01  
70  12   1.5059106E+01   1.5059106E+01  
70  13   1.5059106E+01   1.5059106E+01  
70  14   1.5059106E+01   1.5059106E+01  
70  15   1.5059106E+01   1.5059106E+01  
70  16   1.5059106E+01   1.5059106E+01  
70  17   1.5059106E+01   1.5059106E+01  
70  18   1.5059106E+01   1.5059106E+01  
70  19   1.5059106E+01   1.5059106E+01  
70  20   1.5059106E+01   1.5059106E+01  
70  21   1.5059106E+01   1.5059106E+01  
70  22   1.5059106E+01   1.5059106E+01  
70  23   1.5059106E+01   1.5059106E+01  
70  24   1.5059106E+01   1.5059106E+01  
70  25   1.5059106E+01   1.5059106E+01  
70  26   1.5059106E+01   1.5059106E+01  
70  27   1.5059106E+01   1.5059106E+01  
70  28   1.5059106E+01   1.5059106E+01  
70  29   1.5059106E+01   1.5059106E+01  
70  30   1.5059106E+01   1.5059106E+01  
70  31   1.5059106E+01   1.5059106E+01  
70  32   1.5059106E+01   1.5059106E+01  
70  33   1.5059106E+01   1.5059106E+01  
70  34   1.5059106E+01   1.5059106E+01  
70  35   1.5059106E+01   1.5059106E+01  
70  36   1.5059106E+01   1.5059106E+01  
70  37   1.5059106E+01   1.5059106E+01  
70  38   1.5059106E+01   1.5059106E+01  
70  39   1.5059106E+01   1.5059106E+01  
70  40   1.5059106E+01   1.5059106E+01  
71  1   1.7240301E+01   1.7240301E+01  
71  2   1.7240301E+01   1.7240301E+01  
71  3   1.7240301E+01   1.7240301E+01  
71  4   1.7240301E+01   1.7240301E+01  
71  5   1.7240301E+01   1.7240301E+01  
71  6   1.7240301E+01   1.7240301E+01  
71  7   1.7240301E+01   1.7240301E+01  
71  8   1.7240301E+01   1.7240301E+01  
71  9   1.7240301E+01   1.7240301E+01  
71  10   1.7240301E+01   1.7240301E+01  
71  11   1.7240301E+01   1.7240301E+01  
71  12   1.7240301E+01   1.7240301E+01  
71  13   1.7240301E+01   1.7240301E+01  
71  14   1.7240301E+01   1.7240301E+01  
71  15   1.7240301E+01   1.7240301E+01  
71  16   1.7240301E+01   1.7240301E+01  
71  17   1.7240301E+01   1.7240301E+01  
71  18   1.7240301E+01   1.7240301E+01  
71  19   1.7240301E+01   1.7240301E+01  
71  20   1.7240301E+01   1.7240301E+01  
71  21   1.7240301E+01   1.7240301E+01  
71  22   1.7240301E+01   1.7240301E+01  
71  23   1.7240301E+01   1.7240301E+01  
71  24   1.7240301E+01   1.7240301E+01  
71  25   1.7240301E+01   1.7240301E+01  
71  26   1.7240301E+01   1.7240301E+01  
71  27   1.7240301E+01   1.7240301E+01  
71  28   1.7240301E+01   1.7240301E+01  
71  29   1.7240301E+01   1.7240301E+01  
71  30   1.7240301E+01   1.7240301E+01  
71  31   1.7240301E+01   1.7240301E+01  
71  32   1.7240301E+01   1.7240301E+01  
71  33   1.7240301E+01   1.7240301E+01  
71  34   1.7240301E+01   1.7240301E+01  
71  35   1.7240301E+01   1.7240301E+01  
71  36   1.7240301E+01   1.7240301E+01  
71  37   1.7240301E+01   1.7240301E+01  
71  38   1.7240301E+01   1.7240301E+01  
71  39   1.7240301E+01   1.7240301E+01  
71  40   1.7240301E+01   1.7240301E+01  
72  1   1.8975288E+01   1.8975288E+01  
72  2   1.8975288E+01   1.8975288E+01  
72  3   1.8975288E+01   1.8975288E+01  
72  4   1.8975288E+01   1.8975288E+01  
72  5   1.8975288E+01   1.8975288E+01  
72  6   1.8975288E+01   1.8975288E+01  
72  7   1.8975288E+01   1.8975288E+01  
72  8   1.8975288E+01   1.8975288E+01  
72  9   1.8975288E+01   1.8975288E+01  
72  10   1.8975288E+01   1.8975288E+01  
72  11   1.8975288E+01   1.8975288E+01  
72  12   1.8975288E+01   1.8975288E+01  
72  13   1.8975288E+01   1.8975288E+01  
72  14   1.8975288E+01   1.8975288E+01  
72  15   1.8975288E+01   1.8975288E+01  
72  16   1.8975288E+01   1.8975288E+01  
72  17   1.8975288E+01   1.8975288E+01  
72  18   1.8975288E+01   1.8975288E+01  
72  19   1.8975288E+01   1.8975288E+01  
72  20   1.8975288E+01   1.8975288E+01  
72  21   1.8975288E+01   1.8975288E+01  
72  22   1.8975288E+01   1.8975288E+01  
72  23   1.8975288E+01   1.8975288E+01  
72  24   1.8975288E+01   1.8975288E+01  
72  25   1.8975288E+01   1.8975288E+01  
72  26   1.8975288E+01   1.8975288E+01  
72  27   1.8975288E+01   1.8975288E+01  
72  28   1.8975288E+01   1.8975288E+01  
72  29   1.8975288E+01   1.8975288E+01  
72  30   1.8975288E+01   1.8975288E+01  
72  31   1.8975288E+01   1.8975288E+01  
72  32   1.8975288E+01   1.8975288E+01  
72  33   1.8975288E+01   1.8975288E+01  
72  34   1.8975288E+01   1.8975288E+01  
72  35   1.8975288E+01   1.8975288E+01  
72  36   1.8975288E+01   1.8975288E+01  
72  37   1.8975288E+01   1.8975288E+01  
72  38   1.8975288E+01   1.8975288E+01  
72  39   1.8975288E+01   1.8975288E+01  
72  40   1.8975288E+01   1.8975288E+01  
73  1   1.9541358E+01   1.9541358E+01  
73  2   1.9541358E+01   1.9541358E+01  
73  3   1.9541358E+01   1.9541358E+01  
73  4   1.9541358E+01   1.9541358E+01  
73  5   1.9541358E+01   1.9541358E+01  
73  6   1.9541358E+01   1.9541358E+01  
73  7   1.9541358E+01   1.9541358E+01  
73  8   1.9541358E+01   1.9541358E+01  
73  9   1.9541358E+01   1.9541358E+01  
73  10   1.9541358E+01   1.9541358E+01  
73  11   1.9541358E+01   1.9541358E+01  
73  12   1.9541358E+01   1.9541358E+01  
73  13   1.9541358E+01   1.9541358E+01  
73  14   1.9541358E+01   1.9541358E+01  
73  15   1.9541358E+01   1.9541358E+01  
73  16   1.9541358E+01   1.9541358E+01  
73  17   1.9541358E+01   1.9541358E+01  
73  18   1.9541358E+01   1.9541358E+01  
73  19   1.9541358E+01   1.9541358E+01  
73  20   1.9541358E+01   1.9541358E+01  
73  21   1.9541358E+01   1.9541358E+01  
73  22   1.9541358E+01   1.9541358E+01  
73  23   1.9541358E+01   1.9541358E+01  
73  24   1.9541358E+01   1.9541358E+01  
73  25   1.9541358E+01   1.9541358E+01  
73  26   1.9541358E+01   1.9541358E+01  
73  27   1.9541358E+01   1.9541358E+01  
73  28   1.9541358E+01   1.9541358E+01  
73  29   1.9541358E+01   1.9541358E+01  
73  30   1.9541358E+01   1.9541358E+01  
73  31   1.9541358E+01   1.9541358E+01  
73  32   1.9541358E+01   1.9541358E+01  
73  33   1.9541358E+01   1.9541358E+01  
73  34   1.9541358E+01   1.9541358E+01  
73  35   1.9541358E+01   1.9541358E+01  
73  36   1.9541358E+01   1.9541358E+01  
73  37   1.9541358E+01   1.9541358E+01  
73  38   1.9541358E+01   1.9541358E+01  
73  39   1.9541358E+01   1.9541358E+01  
73  40   1.9541358E+01   1.9541358E+01  
74  1   1.9127240E+01   1.9127240E+01  
74  2   1.9127240E+01   1.9127240E+01  
74  3   1.9127240E+01   1.9127240E+01  
74  4   1.9127240E+01   1.9127240E+01  
74  5   1.9127240E+01   1.9127240E+01  
74  6   1.9127240E+01   1.9127240E+01  
74  7   1.9127240E+01   1.9127240E+01  
74  8   1.9127240E+01   1.9127240E+01  
74  9   1.9127240E+01   1.9127240E+01  
74  10   1.9127240E+01   1.9127240E+01  
74  11   1.9127240E+01   1.9127240E+01  
74  12   1.9127240E+01   1.9127240E+01  
74  13   1.9127240E+01   1.9127240E+01  
74  14   1.9127240E+01   1.9127240E+01  
74  15   1.9127240E+01   1.9127240E+01  
74  16   1.9127240E+01   1.9127240E+01  
74  17   1.9127240E+01   1.9127240E+01  
74  18   1.9127240E+01   1.9127240E+01  
74  19   1.9127240E+01   1.9127240E+01  
74  20   1.9127240E+01   1.9127240E+01  
74  21   1.9127240E+01   1.9127240E+01  
74  22   1.9127240E+01   1.9127240E+01  
74  23   1.9127240E+01   1.9127240E+01  
74  24   1.9127240E+01   1.9127240E+01  
74  25   1.9127240E+01   1.9127240E+01  
74  26   1.9127240E+01   1.9127240E+01  
74  27   1.9127240E+01   1.9127240E+01  
74  28   1.9127240E+01   1.9127240E+01  
74  29   1.9127240E+01   1.9127240E+01  
74  30   1.9127240E+01   1.9127240E+01  
74  31   1.9127240E+01   1.9127240E+01  
74  32   1.9127240E+01   1.9127240E+01  
74  33   1.9127240E+01   1.9127240E+01  
74  34   1.9127240E+01   1.9127240E+01  
74  35   1.9127240E+01   1.9127240E+01  
74  36   1.9127240E+01   1.9127240E+01  
74  37   1.9127240E+01   1.9127240E+01  
74  38   1.9127240E+01   1.9127240E+01  
74  39   1.9127240E+01   1.9127240E+01  
74  40   1.9127240E+01   1.9127240E+01  
75  1   1.8383726E+01   1.8383726E+01  
75  2   1.8383726E+01   1.8383726E+01  
75  3   1.8383726E+01   1.8383726E+01  
75  4   1.8383726E+01   1.8383726E+01  
75  5   1.8383726E+01   1.8383726E+01  
75  6   1.8383726E+01   1.8383726E+01  
75  7   1.8383726E+01   1.8383726E+01  
75  8   1.8383726E+01   1.8383726E+01  
75  9   1.8383726E+01   1.8383726E+01  
75  10   1.8383726E+01   1.8383726E+01  
75  11   1.8383726E+01   1.8383726E+01  
75  12   1.8383726E+01   1.8383726E+01  
75  13   1.8383726E+01   1.8383726E+01  
75  14   1.8383726E+01   1.8383726E+01  
75  15   1.8383726E+01   1.8383726E+01  
75  16   1.8383726E+01   1.8383726E+01  
75  17   1.8383726E+01   1.8383726E+01  
75  18   1.8383726E+01   1.8383726E+01  
75  19   1.8383726E+01   1.8383726E+01  
75  20   1.8383726E+01   1.8383726E+01  
75  21   1.8383726E+01   1.8383726E+01  
75  22   1.8383726E+01   1.8383726E+01  
75  23   1.8383726E+01   1.8383726E+01  
75  24   1.8383726E+01   1.8383726E+01  
75  25   1.8383726E+01   1.8383726E+01  
75  26   1.8383726E+01   1.8383726E+01  
75  27   1.8383726E+01   1.8383726E+01  
75  28   1.8383726E+01   1.8383726E+01  
75  29   1.8383726E+01   1.8383726E+01  
75  30   1.8383726E+01   1.8383726E+01  
75  31   1.8383726E+01   1.8383726E+01  
75  32   1.8383726E+01   1.8383726E+01  
75  33   1.8383726E+01   1.8383726E+01  
75  34   1.8383726E+01   1.8383726E+01  
75  35   1.8383726E+01   1.8383726E+01  
75  36   1.8383726E+01   1.8383726E+01  
75  37   1.8383726E+01   1.8383726E+01  
75  38   1.8383726E+01   1.8383726E+01  
75  39   1.8383726E+01   1.8383726E+01  
75  40   1.8383726E+01   1.8383726E+01  
76  1   1.7160167E+01   1.7160167E+01  
76  2   1.7160167E+01   1.7160167E+01  
76  3   1.7160167E+01   1.7160167E+01  
76  4   1.7160167E+01   1.7160167E+01  
76  5   1.7160167E+01   1.7160167E+01  
76  6   1.7160167E+01   1.7160167E+01  
76  7   1.7160167E+01   1.7160167E+01  
76  8   1.7160167E+01   1.7160167E+01  
76  9   1.7160167E+01   1.7160167E+01  
76  10   1.7160167E+01   1.7160167E+01  
76  11   1.7160167E+01   1.7160167E+01  
76  12   1.7160167E+01   1.7160167E+01  
76  13   1.7160167E+01   1.7160167E+01  
76  14   1.7160167E+01   1.7160167E+01  
76  15   1.7160167E+01   1.7160167E+01  
76  16   1.7160167E+01   1.7160167E+01  
76  17   1.7160167E+01   1.7160167E+01  
76  18   1.7160167E+01   1.7160167E+01  
76  19   1.7160167E+01   1.7160167E+01  
76  20   1.7160167E+01   1.7160167E+01  
76  21   1.7160167E+01   1.7160167E+01  
76  22   1.7160167E+01   1.7160167E+01  
76  23   1.7160167E+01   1.7160167E+01  
76  24   1.7160167E+01   1.7160167E+01  
76  25   1.7160167E+01   1.7160167E+01  
76  26   1.7160167E+01   1.7160167E+01  
76  27   1.7160167E+01   1.7160167E+01  
76  28   1.7160167E+01   1.7160167E+01  
76  29   1.7160167E+01   1.7160167E+01  
76  30   1.7160167E+01   1.7160167E+01  
76  31   1.7160167E+01   1.7160167E+01  
76  32   1.7160167E+01   1.7160167E+01  
76  33   1.7160167E+01   1.7160167E+01  
76  34   1.7160167E+01   1.7160167E+01  
76  35   1.7160167E+01   1.7160167E+01  
76  36   1.7160167E+01   1.7160167E+01  
76  37   1.7160167E+01   1.7160167E+01  
76  38   1.7160167E+01   1.7160167E+01  
76  39   1.7160167E+01   1.7160167E+01  
76  40   1.7160167E+01   1.7160167E+01  
77  1   1.6976896E+01   1.6976896E+01  
77  2   1.6976896E+01   1.6976896E+01  
77  3   1.6976896E+01   1.6976896E+01  
77  4   1.6976896E+01   1.6976896E+01  
77  5   1.6976896E+01   1.6976896E+01  
77  6   1.6976896E+01   1.6976896E+01  
77  7   1.6976896E+01   1.6976896E+01  
77  8   1.6976896E+01   1.6976896E+01  
77  9   1.6976896E+01   1.6976896E+01  
77  10   1.6976896E+01   1.6976896E+01  
77  11   1.6976896E+01   1.6976896E+01  
77  12   1.6976896E+01   1.6976896E+01  
77  13   1.6976896E+01   1.6976896E+01  
77  14   1.6976896E+01   1.6976896E+01  
77  15   1.6976896E+01   1.6976896E+01  
77  16   1.6976896E+01   1.6976896E+01  
77  17   1.6976896E+01   1.6976896E+01  
77  18   1.6976896E+01   1.6976896E+01  
77  19   1.6976896E+01   1.6976896E+01  
77  20   1.6976896E+01   1.6976896E+01  
77  21   1.6976896E+01   1.6976896E+01  
77  22   1.6976896E+01   1.6976896E+01  
77  23   1.6976896E+01   1.6976896E+01  
77  24   1.6976896E+01   1.6976896E+01  
77  25   1.6976896E+01   1.6976896E+01  
77  26   1.6976896E+01   1.6976896E+01  
77  27   1.6976896E+01   1.6976896E+01  
77  28   1.6976896E+01   1.6976896E+01  
77  29   1.6976896E+01   1.6976896E+01  
77  30   1.6976896E+01   1.6976896E+01  
77  31   1.6976896E+01   1.6976896E+01  
77  32   1.6976896E+01   1.6976896E+01  
77  33   1.6976896E+01   1.6976896E+01  
77  34   1.6976896E+01   1.6976896E+01  
77  35   1.6976896E+01   1.6976896E+01  
77  36   1.6976896E+01   1.6976896E+01  
77  37   1.6976896E+01   1.6976896E+01  
77  38   1.6976896E+01   1.6976896E+01  
77  39   1.6976896E+01   1.6976896E+01  
77  40   1.6976896E+01   1.6976896E+01  
78  1   1.6845421E+01   1.6845421E+01  
78  2   1.6845421E+01   1.6845421E+01  
78  3   1.6845421E+01   1.6845421E+01  
78  4   1.6845421E+01   1.6845421E+01  
78  5   1.6845421E+01   1.6845421E+01  
78  6   1.6845421E+01   1.6845421E+01  
78  7   1.6845421E+01   1.6845421E+01  
78  8   1.6845421E+01   1.6845421E+01  
78  9   1.6845421E+01   1.6845421E+01  
78  10   1.6845421E+01   1.6845421E+01  
78  11   1.6845421E+01   1.6845421E+01  
78  12   1.6845421E+01   1.6845421E+01  
78  13   1.6845421E+01   1.6845421E+01  
78  14   1.6845421E+01   1.6845421E+01  
78  15   1.6845421E+01   1.6845421E+01  
78  16   1.6845421E+01   1.6845421E+01  
78  17   1.6845421E+01   1.6845421E+01  
78  18   1.6845421E+01   1.6845421E+01  
78  19   1.6845421E+01   1.6845421E+01  
78  20   1.6845421E+01   1.6845421E+01  
78  21   1.6845421E+01   1.6845421E+01  
78  22   1.6845421E+01   1.6845421E+01  
78  23   1.6845421E+01   1.6845421E+01  
78  24   1.6845421E+01   1.6845421E+01  
78  25   1.6845421E+01   1.6845421E+01  
78  26   1.6845421E+01   1.6845421E+01  
78  27   1.6845421E+01   1.6845421E+01  
78  28   1.6845421E+01   1.6845421E+01  
78  29   1.6845421E+01   1.6845421E+01  
78  30   1.6845421E+01   1.6845421E+01  
78  31   1.6845421E+01   1.6845421E+01  
78  32   1.6845421E+01   1.6845421E+01  
78  33   1.6845421E+01   1.6845421E+01  
78  34   1.6845421E+01   1.6845421E+01  
78  35   1.6845421E+01   1.6845421E+01  
78  36   1.6845421E+01   1.6845421E+01  
78  37   1.6845421E+01   1.6845421E+01  
78  38   1.6845421E+01   1.6845421E+01  
78  39   1.6845421E+01   1.6845421E+01  
78  40   1.6845421E+01   1.6845421E+01  
79  1   1.7159852E+01   1.7159852E+01  
79  2   1.7159852E+01   1.7159852E+01  
79  3   1.7159852E+01   1.7159852E+01  
79  4   1.7159852E+01   1.7159852E+01  
79  5   1.7159852E+01   1.7159852E+01  
79  6   1.7159852E+01   1.7159852E+01  
79  7   1.7159852E+01   1.7159852E+01  
79  8   1.7159852E+01   1.7159852E+01  
79  9   1.7159852E+01   1.7159852E+01  
79  10   1.7159852E+01   1.7159852E+01  
79  11   1.7159852E+01   1.7159852E+01  
79  12   1.7159852E+01   1.7159852E+01  
79  13   1.7159852E+01   1.7159852E+01  
79  14   1.7159852E+01   1.7159852E+01  
79  15   1.7159852E+01   1.7159852E+01  
79  16   1.7159852E+01   1.7159852E+01  
79  17   1.7159852E+01   1.7159852E+01  
79  18   1.7159852E+01   1.7159852E+01  
79  19   1.7159852E+01   1.7159852E+01  
79  20   1.7159852E+01   1.7159852E+01  
79  21   1.7159852E+01   1.7159852E+01  
79  22   1.7159852E+01   1.7159852E+01  
79  23   1.7159852E+01   1.7159852E+01  
79  24   1.7159852E+01   1.7159852E+01  
79  25   1.7159852E+01   1.7159852E+01  
79  26   1.7159852E+01   1.7159852E+01  
79  27   1.7159852E+01   1.7159852E+01  
79  28   1.7159852E+01   1.7159852E+01  
79  29   1.7159852E+01   1.7159852E+01  
79  30   1.7159852E+01   1.7159852E+01  
79  31   1.7159852E+01   1.7159852E+01  
79  32   1.7159852E+01   1.7159852E+01  
79  33   1.7159852E+01   1.7159852E+01  
79  34   1.7159852E+01   1.7159852E+01  
79  35   1.7159852E+01   1.7159852E+01  
79  36   1.7159852E+01   1.7159852E+01  
79  37   1.7159852E+01   1.7159852E+01  
79  38   1.7159852E+01   1.7159852E+01  
79  39   1.7159852E+01   1.7159852E+01  
79  40   1.7159852E+01   1.7159852E+01  
80  1   1.7126173E+01   1.7126173E+01  
80  2   1.7126173E+01   1.7126173E+01  
80  3   1.7126173E+01   1.7126173E+01  
80  4   1.7126173E+01   1.7126173E+01  
80  5   1.7126173E+01   1.7126173E+01  
80  6   1.7126173E+01   1.7126173E+01  
80  7   1.7126173E+01   1.7126173E+01  
80  8   1.7126173E+01   1.7126173E+01  
80  9   1.7126173E+01   1.7126173E+01  
80  10   1.7126173E+01   1.7126173E+01  
80  11   1.7126173E+01   1.7126173E+01  
80  12   1.7126173E+01   1.7126173E+01  
80  13   1.7126173E+01   1.7126173E+01  
80  14   1.7126173E+01   1.7126173E+01  
80  15   1.7126173E+01   1.7126173E+01  
80  16   1.7126173E+01   1.7126173E+01  
80  17   1.7126173E+01   1.7126173E+01  
80  18   1.7126173E+01   1.7126173E+01  
80  19   1.7126173E+01   1.7126173E+01  
80  20   1.7126173E+01   1.7126173E+01  
80  21   1.7126173E+01   1.7126173E+01  
80  22   1.7126173E+01   1.7126173E+01  
80  23   1.7126173E+01   1.7126173E+01  
80  24   1.7126173E+01   1.7126173E+01  
80  25   1.7126173E+01   1.7126173E+01  
80  26   1.7126173E+01   1.7126173E+01  
80  27   1.7126173E+01   1.7126173E+01  
80  28   1.7126173E+01   1.7126173E+01  
80  29   1.7126173E+01   1.7126173E+01  
80  30   1.7126173E+01   1.7126173E+01  
80  31   1.7126173E+01   1.7126173E+01  
80  32   1.7126173E+01   1.7126173E+01  
80  33   1.7126173E+01   1.7126173E+01  
80  34   1.7126173E+01   1.7126173E+01  
80  35   1.7126173E+01   1.7126173E+01  
80  36   1.7126173E+01   1.7126173E+01  
80  37   1.7126173E+01   1.7126173E+01  
80  38   1.7126173E+01   1.7126173E+01  
80  39   1.7126173E+01   1.7126173E+01  
80  40   1.7126173E+01   1.7126173E+01  
81  1   1.7575860E+01   1.7575860E+01  
81  2   1.7575860E+01   1.7575860E+01  
81  3   1.7575860E+01   1.7575860E+01  
81  4   1.7575860E+01   1.7575860E+01  
81  5   1.7575860E+01   1.7575860E+01  
81  6   1.7575860E+01   1.7575860E+01  
81  7   1.7575860E+01   1.7575860E+01  
81  8   1.7575860E+01   1.7575860E+01  
81  9   1.7575860E+01   1.7575860E+01  
81  10   1.7575860E+01   1.7575860E+01  
81  11   1.7575860E+01   1.7575860E+01  
81  12   1.7575860E+01   1.7575860E+01  
81  13   1.7575860E+01   1.7575860E+01  
81  14   1.7575860E+01   1.7575860E+01  
81  15   1.7575860E+01   1.7575860E+01  
81  16   1.7575860E+01   1.7575860E+01  
81  17   1.7575860E+01   1.7575860E+01  
81  18   1.7575860E+01   1.7575860E+01  
